"BehaviorSpace results (NetLogo 6.2.0)"
"lab2_5.nlogo"
"experiment"
"04/16/2021 13:50:39:315 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","%-similar-wanted","[step]","percent-similar"
"180","40","9","81.42580019398642"
"179","40","15","81.8474412616672"
"178","40","14","80.41053822531113"
"181","45","7","83.84244372990354"
"180","40","10","81.66963274551044"
"181","45","8","84.64877029416492"
"180","40","11","81.87995469988675"
"182","45","0","50.888345558272206"
"181","45","9","85.10535628116455"
"179","40","16","81.91626409017714"
"180","40","12","81.96376577159495"
"181","45","10","85.4937278867803"
"179","40","17","81.91763191763192"
"180","40","13","81.9372574385511"
"182","45","1","61.70040485829959"
"180","40","14","81.98576972833118"
"179","40","18","81.96009011908593"
"182","45","2","68.51612903225806"
"179","40","19","81.98937711250603"
"180","40","15","82.00938359488757"
"181","45","11","85.79682233991333"
"181","45","12","85.98040790107596"
"182","45","3","74.5123327422215"
"183","45","0","50.38192751503332"
"181","45","13","86.03495270161937"
"180","40","16","82.04174081863776"
"181","45","14","86.01891935225268"
"183","45","1","60.760517799352755"
"180","40","17","82.1370837374717"
"181","45","15","86.13559865363038"
"182","45","4","78.21067821067821"
"180","40","18","82.25597931480284"
"181","45","16","86.10310598783222"
"181","45","17","86.11911623439002"
"182","45","5","81.09324758842443"
"184","45","0","48.78009108653221"
"183","45","2","68.32659660468876"
"181","45","18","86.14670083279948"
"182","45","6","82.5136612021858"
"181","45","19","86.12133824235633"
"183","45","3","74.15042679980674"
"181","45","20","86.1511367275056"
"184","45","1","59.68841285296982"
"182","45","7","83.72167764743693"
"183","45","4","78.36097246820157"
"182","45","8","85.09545965024867"
"181","45","21","86.17157490396927"
"182","45","9","85.5470003208213"
"183","45","5","80.97146521320936"
"184","45","2","68.42274850974705"
"185","45","0","50.27642276422765"
"183","45","6","82.97565663036515"
"182","45","10","85.70511792074443"
"184","45","3","74.54809554551323"
"183","45","7","84.6215522771007"
"185","45","1","61.29449838187703"
"184","45","4","78.48631239935587"
"182","45","11","85.80593424218124"
"183","45","8","85.05121638924456"
"185","45","2","70.0193735873426"
"184","45","5","81.00225588140509"
"182","45","12","86.2544056392182"
"185","45","3","74.97984846042237"
"184","45","6","82.42698079715993"
"182","45","13","86.16543764026932"
"183","45","9","85.80821039127646"
"184","45","7","83.12379110251452"
"182","45","14","86.38256968920219"
"183","45","10","85.91526778577139"
"184","45","8","84.24943747991"
"182","45","15","86.31343044661438"
"185","45","4","78.89390519187359"
"183","45","11","86.73175416133164"
"182","45","16","86.37018077107663"
"183","45","12","86.69761485513047"
"185","45","5","81.35292218275751"
"184","45","9","84.85870263326912"
"182","45","17","86.5695533856251"
"183","45","13","86.79878536039635"
"185","45","6","82.70846800258565"
"184","45","10","85.360758476619"
"185","45","7","83.69091788998226"
"183","45","14","86.91275167785236"
"184","45","11","85.57398164546773"
"183","45","15","87.0322993284298"
"185","45","8","84.20460028952871"
"182","45","18","86.58556106931327"
"184","45","12","85.84981508281075"
"185","45","9","85.00563697857947"
"182","45","19","86.5877080665813"
"184","45","13","86.1021850899743"
"185","45","10","85.57382333978079"
"183","45","16","87.2061410522949"
"182","45","20","86.63572343149808"
"184","45","14","86.18251928020567"
"185","45","11","85.64979039019671"
"183","45","17","87.23608445297505"
"184","45","15","86.08835341365462"
"185","45","12","85.76265720735246"
"186","45","0","50.840816326530614"
"184","45","16","86.26064599067973"
"187","45","0","50.06523157208089"
"186","45","1","62.36228127025275"
"185","45","13","85.73963542506856"
"187","45","1","60.733496332518335"
"185","45","14","85.7327099790424"
"184","45","17","86.20523526577807"
"186","45","2","71.33419271672575"
"185","45","15","85.829437369015"
"184","45","18","86.33151300995824"
"187","45","2","68.3536090835361"
"185","45","16","85.73500967117988"
"185","45","17","85.8409933881632"
"188","45","0","50.22712524334848"
"187","45","3","73.63636363636363"
"186","45","3","76.98744769874477"
"185","45","18","85.8455586006771"
"186","45","4","80.17989078059749"
"185","45","19","85.87552402450822"
"188","45","1","61.14090687469527"
"186","45","5","83.06529430685107"
"187","45","4","77.80290791599353"
"188","45","2","69.11764705882352"
"189","45","0","49.76403580146461"
"186","45","6","84.35145101811769"
"187","45","5","80.7017543859649"
"188","45","3","75.19003719877082"
"186","45","7","85.21836506159015"
"187","45","6","83.12750601443464"
"186","45","8","85.66411238825033"
"189","45","1","60.573186528497416"
"187","45","7","84.29738823906425"
"186","45","9","86.04465709728868"
"188","45","4","79.05208670333226"
"187","45","8","85.64792567675798"
"189","45","2","70.16888600194868"
"187","45","9","86.82989278284525"
"188","45","5","81.21884547354881"
"189","45","3","75.52967814976549"
"186","45","10","86.38684966485796"
"187","45","10","87.55812089145422"
"188","45","6","83.17757009345794"
"189","45","4","80.0453147758537"
"186","45","11","86.54214559386973"
"188","45","7","83.98393574297188"
"189","45","5","82.51330859816099"
"186","45","12","86.7433317361444"
"187","45","11","87.98207713234117"
"188","45","8","85.05303760848602"
"189","45","6","84.33715485225254"
"186","45","13","86.79335675503033"
"188","45","9","85.30592580696965"
"187","45","12","88.4301488238118"
"189","45","7","85.39180909384069"
"186","45","14","86.81143222098035"
"188","45","10","85.71658097686375"
"187","45","13","88.49968010236724"
"189","45","8","86.8463524854745"
"186","45","15","86.85513496246607"
"187","45","14","88.73419747159545"
"189","45","9","87.46580852775543"
"186","45","16","86.85513496246607"
"189","45","10","87.85633757448863"
"188","45","11","85.88878174220508"
"186","45","17","86.82950191570882"
"190","45","0","49.6260162601626"
"189","45","11","88.02896218825423"
"188","45","12","85.97815611949888"
"189","45","12","88.14731424895464"
"188","45","13","85.98265895953757"
"190","45","1","62.471618553357125"
"189","45","13","88.26653790439401"
"186","45","18","86.8593325882165"
"188","45","14","86.04688503532434"
"189","45","14","88.2116436153104"
"186","45","19","86.79968076616122"
"188","45","15","86.05136436597111"
"189","45","15","88.24002574002574"
"186","45","20","86.87110685194058"
"190","45","2","70.82993640958748"
"191","45","0","49.407371326514046"
"186","45","21","86.90932311621967"
"189","45","16","88.24002574002574"
"190","45","3","76.30898513251454"
"192","45","0","50.35564177174264"
"189","45","17","88.24002574002574"
"190","45","4","79.14100486223663"
"189","45","18","88.22583239504584"
"191","45","1","60.82859463850529"
"192","45","1","60.48204464574572"
"190","45","5","81.71749598715891"
"189","45","19","88.2116436153104"
"189","45","20","88.21543408360128"
"190","45","6","83.62610797743754"
"191","45","2","68.5939764857465"
"189","45","21","88.29017210873411"
"190","45","7","84.89474529969469"
"189","45","22","88.36872586872587"
"191","45","3","74.69684721099435"
"192","45","2","69.73577565245583"
"191","45","4","78.51386202450033"
"193","45","0","49.94331983805668"
"192","45","3","75.43068748993721"
"190","45","8","85.77613855035278"
"191","45","5","81.04501607717042"
"192","45","4","78.94906511927789"
"190","45","9","86.29653401797177"
"191","45","6","83.26353092783505"
"192","45","5","81.54141964428777"
"190","45","10","86.9795003203075"
"193","45","1","61.86864611908989"
"192","45","6","83.23458767013611"
"190","45","11","87.21563601409804"
"193","45","2","70.52597819114817"
"191","45","7","84.82371794871794"
"190","45","12","87.54807692307692"
"192","45","7","84.19452887537993"
"193","45","3","76.98771816418876"
"190","45","13","87.97884276326334"
"191","45","8","85.98235765838011"
"190","45","14","87.99487097291232"
"193","45","4","79.3806161745828"
"191","45","9","86.3301282051282"
"192","45","8","84.85188150520416"
"193","45","5","81.96090996475489"
"191","45","10","86.82356708293307"
"192","45","9","85.56055252168326"
"191","45","11","87.2340425531915"
"193","45","6","83.60866078588613"
"190","45","15","88.11928811928811"
"192","45","10","86.09642799935928"
"191","45","12","87.51598465473145"
"193","45","7","84.59442128887464"
"190","45","16","88.10516191086887"
"192","45","11","86.48735190521934"
"191","45","13","87.51598465473145"
"190","45","17","88.18531580634819"
"192","45","12","86.70297981416213"
"191","45","14","87.58797184900831"
"190","45","18","88.20134658544406"
"193","45","8","85.44374899695073"
"192","45","13","86.9224620303757"
"190","45","19","88.21359846055164"
"193","45","9","85.78297804135278"
"192","45","14","86.96901948259342"
"190","45","20","88.21359846055164"
"193","45","10","86.2531969309463"
"192","45","15","86.98914431673053"
"191","45","15","87.57992327365729"
"190","45","21","88.15325424815647"
"193","45","11","86.4311970592936"
"191","45","16","87.76"
"193","45","12","86.70825335892515"
"190","45","22","88.15325424815647"
"191","45","17","87.792"
"192","45","16","87.04679763616035"
"193","45","13","86.63041739964818"
"191","45","18","87.9175323637526"
"193","45","14","86.67413213885779"
"192","45","17","87.11274353241775"
"191","45","19","87.95527156549521"
"190","45","23","88.20134658544406"
"193","45","15","86.89048760991207"
"191","45","20","87.98338127197187"
"194","45","0","50.836990086136844"
"190","45","24","88.241899262111"
"195","45","0","48.92367906066536"
"196","45","0","49.37060650645741"
"193","45","16","86.8488334931288"
"194","45","1","63.292367399741266"
"193","45","17","86.89467796068404"
"196","45","1","62.219694507637314"
"193","45","18","87.01070458539702"
"194","45","2","70.40128410914927"
"195","45","1","61.708346865865536"
"196","45","2","70.1179130996608"
"197","45","0","49.53666070557633"
"194","45","3","76.38352638352637"
"196","45","3","76.3293586851434"
"195","45","2","70.78142695356739"
"197","45","1","60.63311688311688"
"194","45","4","80.66944266495835"
"195","45","3","76.32818846466287"
"197","45","2","69.23948220064725"
"195","45","4","79.86664498292406"
"194","45","5","83.08776425368353"
"196","45","4","80.4638428088259"
"194","45","6","84.89900609169607"
"195","45","5","82.09966134494437"
"196","45","5","83.18512530315279"
"197","45","3","74.91470349309505"
"194","45","7","85.45803971812941"
"195","45","6","83.82518948556684"
"196","45","6","84.5831992275507"
"197","45","4","79.51534733441034"
"194","45","8","85.84905660377359"
"196","45","7","85.35564853556485"
"197","45","5","82.198365646531"
"194","45","9","86.43280474131026"
"195","45","7","84.65991316931982"
"196","45","8","86.14467536652167"
"197","45","6","84.48054036667739"
"195","45","8","85.33762057877814"
"196","45","9","86.73321526324264"
"197","45","7","85.32521627683435"
"194","45","10","86.8151233578981"
"196","45","10","87.1997420602934"
"195","45","9","86.09239653512994"
"197","45","8","86.51558984249438"
"194","45","11","87.0631612696377"
"195","45","10","86.65705590261092"
"197","45","9","86.83239775461107"
"194","45","12","87.28351507376524"
"195","45","11","86.8610799551354"
"197","45","10","87.56626506024097"
"196","45","11","87.4274661508704"
"194","45","13","87.31355252606255"
"195","45","12","87.45588707090151"
"196","45","12","87.45167525773195"
"194","45","14","87.32168616765507"
"195","45","13","87.63630532392558"
"197","45","11","87.70806658130603"
"196","45","13","87.5302078298695"
"194","45","15","87.30362295607567"
"197","45","12","87.937929931211"
"196","45","14","87.59465120025777"
"194","45","16","87.38579900625099"
"197","45","13","88.20988641817308"
"195","45","14","87.78454632895159"
"198","45","0","51.53683525776549"
"197","45","14","88.33039859132383"
"195","45","15","87.82441525152194"
"197","45","15","88.40486867392697"
"195","45","16","87.86664529572047"
"199","45","0","49.254698639014904"
"198","45","1","63.74126442385828"
"197","45","16","88.39442932607652"
"195","45","17","87.91860278801474"
"197","45","17","88.47262247838617"
"198","45","2","70.82860385925085"
"199","45","1","60.05845104724793"
"200","45","0","50.42984590429845"
"201","50","0","49.28501787455314"
"199","45","2","68.86120996441281"
"200","45","1","60.357142857142854"
"198","45","3","75.25839793281654"
"199","45","3","74.81816712461612"
"200","45","2","68.57602574416734"
"198","45","4","78.1507180893981"
"201","50","1","60.37583022841406"
"199","45","4","79.26496549510512"
"198","45","5","80.02248273647021"
"201","50","2","68.5364281108962"
"199","45","5","82.33209856659688"
"198","45","6","82.47472315840155"
"200","45","3","74.21484941214366"
"201","50","3","74.1563919532771"
"198","45","7","83.50152170430883"
"201","50","4","78.52186541875102"
"200","45","4","78.59104863467442"
"198","45","8","84.63637823085568"
"199","45","6","84.56591639871382"
"201","50","5","81.02366006760019"
"200","45","5","80.66548215151026"
"198","45","9","84.9527773331199"
"199","45","7","85.83145706014795"
"201","50","6","82.49396621078037"
"200","45","6","82.66213812065341"
"199","45","8","86.10131452388586"
"201","50","7","83.15383378877993"
"200","45","7","83.72618663222472"
"199","45","9","86.5406184906265"
"198","45","10","85.37327779557835"
"200","45","8","84.65274405050995"
"199","45","10","87.52805386341777"
"198","45","11","85.48076923076923"
"200","45","9","85.2617970265029"
"201","50","8","84.21729347476695"
"199","45","11","87.58808456117873"
"198","45","12","85.48774627582893"
"201","50","9","85.19890481559027"
"198","45","13","85.61128024355071"
"199","45","12","88.1372234690606"
"201","50","10","85.44487427466152"
"200","45","10","85.79967689822294"
"198","45","14","85.65705128205127"
"199","45","13","88.14020486555698"
"201","50","11","85.87061474090763"
"200","45","11","85.94734291713777"
"198","45","15","85.6776674142903"
"201","50","12","85.9877734877735"
"199","45","14","88.24471492632927"
"200","45","12","85.8455586006771"
"201","50","13","85.96491228070175"
"199","45","15","88.31813090094414"
"202","50","0","49.78059483178937"
"201","50","14","86.09814963797264"
"200","45","13","86.01612903225806"
"199","45","16","88.29361906284984"
"201","50","15","86.21299871299871"
"200","45","14","86.14516129032258"
"199","45","17","88.57234314980793"
"200","45","15","86.1245563084866"
"199","45","18","88.58286629303443"
"202","50","1","60.51265412070085"
"200","45","16","86.33209617556884"
"199","45","19","88.55267371117516"
"203","50","0","50.260416666666664"
"200","45","17","86.30645161290322"
"199","45","20","88.58834827144686"
"202","50","2","69.67981888745149"
"199","45","21","88.60252921402272"
"203","50","1","60.33537568526282"
"202","50","3","75.34290785864127"
"200","45","18","86.36876915631554"
"203","50","2","69.12025827280065"
"204","50","0","48.33034696204594"
"202","50","4","78.04642166344294"
"200","45","19","86.352637522181"
"203","50","3","74.75008061915511"
"202","50","5","80.68254990341275"
"200","45","20","86.41497257179735"
"204","50","1","60.28863304686233"
"200","45","21","86.4406779661017"
"203","50","4","78.76602564102564"
"202","50","6","82.24614395886888"
"200","45","22","86.4406779661017"
"203","50","5","81.75545571245186"
"204","50","2","68.48318240620958"
"200","45","23","86.46203554119548"
"203","50","6","83.49871959026889"
"204","50","3","74.49458191816271"
"202","50","7","83.9343206696716"
"200","45","24","86.43410852713178"
"200","45","25","86.4406779661017"
"202","50","8","84.30391998709469"
"204","50","4","79.09413281753707"
"200","45","26","86.40180878552972"
"202","50","9","84.7132731958763"
"203","50","7","84.62645976643736"
"204","50","5","81.40622480245122"
"202","50","10","84.95004834031582"
"203","50","8","85.20351157222666"
"200","45","27","86.51703536250605"
"204","50","6","83.22061191626409"
"202","50","11","85.26807277411045"
"203","50","9","86.23326959847036"
"200","45","28","86.52883217573898"
"202","50","12","85.38275584206285"
"204","50","7","84.66859716859717"
"203","50","10","86.60714285714286"
"200","45","29","86.51177799290095"
"202","50","13","85.47737884398647"
"203","50","11","86.81318681318682"
"200","45","30","86.51177799290095"
"204","50","8","85.64785118665812"
"200","45","31","86.55055636187711"
"203","50","12","87.3185516031265"
"202","50","14","85.59703894431928"
"204","50","9","86.10397946084724"
"200","45","32","86.56884875846501"
"203","50","13","87.59554140127389"
"202","50","15","85.84313093895958"
"204","50","10","86.42685851318946"
"200","45","33","86.52047726539826"
"203","50","14","87.6612004457889"
"202","50","16","85.9005311443747"
"204","50","11","86.9481765834933"
"200","45","34","86.56668279309788"
"203","50","15","87.68300445576067"
"202","50","17","85.9143593045718"
"204","50","12","87.06126356094448"
"200","45","35","86.57848040006454"
"203","50","16","87.97004461440407"
"202","50","18","85.93724859211585"
"204","50","13","87.28259135152385"
"200","45","36","86.55489279380944"
"203","50","17","87.94585987261146"
"204","50","14","87.51795690343175"
"203","50","18","88.05732484076432"
"205","50","0","50.203351228241424"
"200","45","37","86.68386264710624"
"204","50","15","87.58180367118915"
"203","50","19","88.1631352556954"
"203","50","20","88.19687798661995"
"204","50","16","87.66161213088587"
"205","50","1","62.288749396426844"
"206","50","0","49.55867930696306"
"204","50","17","87.65964240102171"
"207","50","0","50.93511140022768"
"204","50","18","87.72349936143038"
"205","50","2","69.7874411812429"
"206","50","1","61.35406543569809"
"207","50","1","62.036587340132755"
"208","50","0","49.33202997719127"
"205","50","3","74.79832203936753"
"206","50","2","69.61038961038962"
"205","50","4","78.52533075185544"
"207","50","2","71.53721682847896"
"206","50","3","75.65991902834008"
"208","50","1","60.76686620287979"
"205","50","5","81.14211969672527"
"207","50","3","75.5082284607938"
"206","50","4","78.83317261330762"
"208","50","2","68.79259980525804"
"205","50","6","82.97462255059428"
"207","50","4","80.36433983556344"
"206","50","5","82.02572347266882"
"208","50","3","74.20289855072464"
"205","50","7","84.37951517097447"
"207","50","5","82.90172108734116"
"206","50","6","84.21814671814671"
"208","50","4","78.48818387827777"
"207","50","6","84.4927536231884"
"205","50","8","85.42035042597654"
"206","50","7","84.89266260813841"
"207","50","7","85.45045768427815"
"208","50","5","81.31672597864768"
"205","50","9","85.97560975609755"
"206","50","8","85.84452975047985"
"207","50","8","86.2107803700724"
"208","50","6","83.4461637653127"
"205","50","10","86.51379089159718"
"206","50","9","86.78069053708441"
"207","50","9","86.81883941488506"
"208","50","7","84.82028241335044"
"205","50","11","86.73092369477912"
"206","50","10","86.88839142948514"
"207","50","10","86.91738990678239"
"208","50","8","85.52166934189405"
"205","50","12","86.96279666452854"
"207","50","11","87.04654895666131"
"206","50","11","87.05242966751918"
"205","50","13","87.07559256886611"
"208","50","9","85.95306975249116"
"207","50","12","87.09055876685935"
"206","50","12","87.2762148337596"
"205","50","14","87.19551282051282"
"207","50","13","87.40562248995984"
"206","50","13","87.390263367917"
"208","50","10","86.26064599067973"
"205","50","15","87.23949983969221"
"207","50","14","87.46987951807229"
"206","50","14","87.52194032232327"
"208","50","11","86.58203438855857"
"206","50","15","87.72937609701611"
"210","50","0","49.86953685583823"
"209","50","0","48.85993485342019"
"208","50","12","86.87550200803213"
"206","50","16","87.72153919846718"
"208","50","13","86.93766066838047"
"210","50","1","61.06808647950952"
"209","50","1","60.54124128990439"
"206","50","17","87.68936373784085"
"208","50","14","86.99147772953852"
"206","50","18","87.75510204081633"
"210","50","2","67.96069587628865"
"208","50","15","87.10196204567386"
"209","50","2","68.48602988953866"
"208","50","16","87.10196204567386"
"210","50","3","74.14154441399323"
"209","50","3","74.32695426532598"
"211","50","0","50.359359686377005"
"208","50","17","87.06771754865692"
"210","50","4","77.62226512226512"
"209","50","4","76.9056481631332"
"208","50","18","87.06771754865692"
"210","50","5","80.69726531264992"
"211","50","1","61.06438045939825"
"209","50","5","79.79082864038615"
"208","50","19","87.12998712998713"
"210","50","6","82.86539387133001"
"211","50","2","69.52672247263362"
"210","50","7","84.1305391137418"
"212","50","0","49.797044974833575"
"209","50","6","81.9471308833011"
"210","50","8","85.14139638919956"
"211","50","3","75.30704589528119"
"209","50","7","83.52922234744807"
"210","50","9","85.45134443021767"
"212","50","1","60.734508979129586"
"211","50","4","79.5799676898223"
"209","50","8","84.40808469682388"
"210","50","10","86.40294682895579"
"210","50","11","86.63682864450128"
"209","50","9","85.16139392966116"
"211","50","5","82.24344448041437"
"212","50","2","69.31670984455958"
"210","50","12","86.92319974453137"
"209","50","10","85.8793324775353"
"211","50","6","83.98387096774194"
"210","50","13","87.23846030985466"
"209","50","11","86.15606473321583"
"212","50","3","75.05241090146751"
"210","50","14","87.37414096212242"
"211","50","7","84.86164736164736"
"209","50","12","86.49558941459503"
"210","50","15","87.45405146236216"
"212","50","4","78.41935483870968"
"211","50","8","86.06109324758843"
"209","50","13","86.71799807507219"
"210","50","16","87.50399488654523"
"212","50","5","81.53747185590223"
"211","50","9","86.51252408477842"
"209","50","14","86.90839082303866"
"213","50","0","48.420195439739416"
"211","50","10","87.11282298186487"
"212","50","6","83.6226293796207"
"211","50","11","87.45594360781801"
"212","50","7","84.64257028112449"
"214","50","0","49.41927040732864"
"213","50","1","59.356299530972024"
"211","50","12","87.87394016957288"
"212","50","8","85.65468549422336"
"214","50","1","61.26053143227479"
"213","50","2","67.28654592496765"
"212","50","9","86.39205000801411"
"211","50","13","88.12719718759988"
"212","50","10","86.63572343149808"
"214","50","2","69.1358024691358"
"213","50","3","73.58978503313399"
"211","50","14","88.2334132693845"
"212","50","11","86.90647482014388"
"213","50","4","78.02002583979328"
"214","50","3","74.51487710219922"
"211","50","15","88.40672538030424"
"212","50","12","87.06993118899024"
"213","50","5","81.33268796385931"
"214","50","4","78.84244372990354"
"211","50","16","88.55816930708913"
"212","50","13","87.36825295432769"
"213","50","6","82.60167850225952"
"211","50","17","88.57234314980793"
"214","50","5","81.71695981926739"
"212","50","14","87.47803865197253"
"213","50","7","84.58185340652244"
"214","50","6","83.25004030307916"
"213","50","8","85.12729616500161"
"212","50","15","87.49401054144705"
"215","50","0","50.79131995431555"
"213","50","9","85.93976485746498"
"214","50","7","84.52629885797009"
"212","50","16","87.57396449704143"
"213","50","10","86.17415097376468"
"214","50","8","85.68207440811724"
"212","50","17","87.54596322941647"
"215","50","1","63.10143042912873"
"213","50","11","86.68815471394036"
"214","50","9","85.8848201322794"
"212","50","18","87.66970132566682"
"213","50","12","86.82133075559851"
"215","50","2","70.55026625786671"
"214","50","10","86.15855623590075"
"213","50","13","87.04479535932968"
"216","50","0","50.056790524095405"
"214","50","11","86.54527876248791"
"213","50","14","87.1617268041237"
"215","50","3","75.0965250965251"
"214","50","12","86.8514340960361"
"213","50","15","87.1617268041237"
"216","50","1","61.70384739734885"
"215","50","4","78.68615483456473"
"213","50","16","87.137797810689"
"214","50","13","86.84719535783366"
"213","50","17","87.13572693608114"
"216","50","2","69.66382499597876"
"215","50","5","80.54978424164936"
"214","50","14","87.08272859216255"
"213","50","18","87.20218931101094"
"215","50","6","81.98688209886417"
"214","50","15","87.21792392005158"
"216","50","3","75.23039611964431"
"214","50","16","87.26627981947131"
"217","50","0","48.790780717416006"
"215","50","7","83.33599616552165"
"216","50","4","79.4842868654311"
"214","50","17","87.33279613215149"
"215","50","8","84.2365317182021"
"214","50","18","87.33279613215149"
"216","50","5","82.40115718418515"
"217","50","1","60.86815678652413"
"214","50","19","87.31872381566225"
"215","50","9","84.65220165922143"
"216","50","6","84.19622882710131"
"217","50","2","67.33151037477883"
"214","50","20","87.34891216760677"
"215","50","10","85.19584332533972"
"216","50","7","85.99839615076182"
"217","50","3","73.6267266302602"
"215","50","11","85.32929357359272"
"214","50","21","87.39929100870125"
"216","50","8","86.47652619772472"
"215","50","12","85.71200765428162"
"218","50","0","49.12965674312672"
"217","50","4","78.37620578778134"
"215","50","13","85.9053989488772"
"217","50","5","80.21854411055762"
"216","50","9","87.05449896116349"
"218","50","1","61.62546453385038"
"215","50","14","86.09208220487494"
"217","50","6","81.95801954814932"
"216","50","10","87.81928480204341"
"218","50","2","70.65568475452196"
"217","50","7","84.0367268041237"
"215","50","15","86.11686037255214"
"216","50","11","87.85702888144247"
"217","50","8","84.81481481481481"
"215","50","16","86.15090735434575"
"218","50","3","74.85097470597712"
"216","50","12","88.14696485623004"
"217","50","9","85.82005472396588"
"215","50","17","86.26294820717132"
"216","50","13","88.19776714513556"
"218","50","4","78.74256311304069"
"217","50","10","86.21964946132819"
"215","50","18","86.32669322709164"
"216","50","14","88.30940988835727"
"217","50","11","86.65165648118366"
"215","50","19","86.34262948207171"
"218","50","5","81.67015960019346"
"216","50","15","88.4756584197925"
"217","50","12","86.83702989392478"
"216","50","16","88.4756584197925"
"218","50","6","83.4219429676172"
"217","50","13","86.93136151744093"
"219","50","0","49.788342559426894"
"217","50","14","87.15434083601286"
"216","50","17","88.49162011173183"
"218","50","7","85.71887550200803"
"217","50","15","87.21659430776653"
"219","50","1","61.24797406807131"
"218","50","8","86.37309847878302"
"220","50","0","50.37447085639857"
"217","50","16","87.12632594021214"
"218","50","9","86.74351585014409"
"217","50","17","87.17866323907455"
"219","50","2","68.80674448767834"
"218","50","10","87.47798238590873"
"217","50","18","87.17866323907455"
"220","50","1","60.881587508132725"
"218","50","11","87.56592616269778"
"217","50","19","87.17866323907455"
"219","50","3","74.93560849967804"
"220","50","2","68.35709656513286"
"218","50","12","87.95778026547258"
"217","50","20","87.19473007712082"
"219","50","4","78.48959173793772"
"220","50","3","73.98703403565641"
"218","50","13","87.94122344673376"
"221","55","0","49.16965157929013"
"219","50","5","80.6774193548387"
"218","50","14","88.10551558752998"
"220","50","4","78.7780830774204"
"219","50","6","82.57783513469914"
"221","55","1","58.957760155364944"
"218","50","15","88.0229958479719"
"220","50","5","81.11899387294422"
"219","50","7","83.57269646603194"
"218","50","16","88.14696485623004"
"220","50","6","82.9807847569837"
"221","55","2","68.37096774193549"
"218","50","17","88.1648298993771"
"219","50","8","84.71214320270924"
"220","50","7","84.1177421963448"
"218","50","18","88.26913856480742"
"221","55","3","74.32758898373329"
"219","50","9","85.2884305510796"
"220","50","8","85.05821474773609"
"221","55","4","79.06455229857441"
"222","55","0","49.67416096448354"
"219","50","10","85.67976804123711"
"220","50","9","85.64500484966052"
"219","50","11","85.75567358763882"
"221","55","5","83.36274667094497"
"220","50","10","86.19409010172777"
"219","50","12","85.88651342227938"
"220","50","11","86.62245228081527"
"222","55","1","58.38178294573644"
"219","50","13","86.13654618473896"
"221","55","6","85.90916385812871"
"219","50","14","86.18029889121003"
"221","55","7","87.91806689070252"
"222","55","2","65.89222329783802"
"220","50","12","86.52012283820915"
"221","55","8","88.64071474154436"
"220","50","13","86.84466019417476"
"222","55","3","72.45470578803912"
"221","55","9","89.94271164863144"
"220","50","14","86.93053311793216"
"221","55","10","90.63789273246589"
"222","55","4","77.14558169103624"
"220","50","15","87.19315245478036"
"221","55","11","90.74103333860009"
"220","50","16","87.34054577749072"
"222","55","5","81.33163427843262"
"219","50","15","86.28332797944105"
"221","55","12","91.89532117367169"
"220","50","17","87.34075149169489"
"221","55","13","92.04239835469072"
"219","50","16","86.3015898506504"
"220","50","18","87.38709677419355"
"219","50","17","86.46302250803859"
"222","55","6","84.32716836734694"
"220","50","19","87.37096774193547"
"219","50","18","86.35634028892456"
"222","55","7","86.793953858393"
"221","55","14","92.88656527249684"
"219","50","19","86.39062750762318"
"222","55","8","87.84319949214411"
"221","55","15","92.97939778129953"
"219","50","20","86.46000642467074"
"220","50","20","87.44351194318915"
"221","55","16","93.09689677010766"
"222","55","9","89.80111376292761"
"219","50","21","86.45264847512038"
"221","55","17","93.08493842753394"
"222","55","10","91.03032227337673"
"219","50","22","86.41836570878151"
"223","55","0","49.471458773784356"
"221","55","18","93.32910790682935"
"222","55","11","91.3946117274168"
"221","55","19","93.44184576485462"
"222","55","12","91.67853187786743"
"221","55","20","93.34699668926375"
"219","50","23","86.50602409638554"
"223","55","1","58.441138421733505"
"222","55","13","91.93548387096774"
"221","55","21","93.73425692695214"
"221","55","22","93.91030684500393"
"224","55","0","49.844897959183676"
"223","55","2","66.43648626947166"
"222","55","14","92.46358454718177"
"224","55","1","58.54247104247104"
"223","55","3","72.93197061641648"
"222","55","15","92.72036714670043"
"221","55","23","94.0176322418136"
"222","55","16","92.94284812125039"
"224","55","2","67.28266109593444"
"221","55","24","94.08246773685867"
"222","55","17","92.7536231884058"
"221","55","25","94.15840025192882"
"222","55","18","93.41544291804831"
"224","55","3","72.75348390197021"
"221","55","26","94.2852644836272"
"223","55","4","78.23529411764706"
"221","55","27","94.40075495438818"
"222","55","19","93.81117777076096"
"221","55","28","94.38855705752907"
"222","55","20","93.75197223098769"
"223","55","5","82.25423460503404"
"221","55","29","94.45143036780887"
"224","55","4","77.78310174093596"
"222","55","21","94.02019564531398"
"223","55","6","85.58073205514182"
"221","55","30","94.49512425290972"
"221","55","31","94.43483728973432"
"224","55","5","81.83559457302474"
"223","55","7","86.87124327744384"
"222","55","22","93.98863994951088"
"221","55","32","94.58864244140318"
"224","55","6","83.99936568347606"
"223","55","8","88.69689283449588"
"222","55","23","94.03503234969229"
"224","55","7","86.16262482168331"
"223","55","9","89.87021209243431"
"222","55","24","94.02113898091181"
"224","55","8","88.01206732295968"
